callid,date,agent,dept,answrd,rsolvd,speedansr,avgtlkdur,satisrate,column1
ID1240,23/01/2016 10:49,Dan,Air Conditioner,Y,Y,118,0:02:49,4,FALSE
ID1241,23/01/2016 11:00,Jim,Washing Machine,Y,Y,121,0:02:49,2,FALSE
ID1242,23/01/2016 11:00,Martha,Television,Y,Y,83,0:06:48,5,FALSE
ID1243,23/01/2016 11:18,Joe,Television,Y,Y,84,0:01:21,5,FALSE
ID1244,23/01/2016 11:18,Becky,Toaster,Y,N,63,0:05:00,4,FALSE
ID1245,23/01/2016 11:29,Jim,Air Conditioner,Y,Y,33,0:03:29,3,FALSE
ID1246,23/01/2016 11:29,Dan,Washing Machine,N,N,,,,FALSE
ID1247,23/01/2016 11:32,Greg,Fridge,Y,N,10,0:01:01,5,FALSE
ID1248,23/01/2016 11:32,Joe,Fridge,Y,Y,100,0:00:42,5,FALSE
ID1249,23/01/2016 11:35,Diane,Washing Machine,Y,Y,110,0:05:03,5,FALSE
ID1250,23/01/2016 11:35,Stewart,Toaster,Y,Y,28,0:05:16,2,FALSE
ID1251,23/01/2016 11:36,Joe,Fridge,Y,Y,74,0:01:15,3,FALSE
ID1252,23/01/2016 11:36,Jim,Fridge,Y,Y,18,0:01:21,3,FALSE
ID1253,23/01/2016 11:44,Becky,Television,Y,Y,22,0:06:12,3,FALSE
ID1254,23/01/2016 11:44,Diane,Television,N,N,,,,FALSE
ID1255,23/01/2016 11:55,Martha,Washing Machine,Y,Y,15,0:03:37,3,FALSE
ID1256,23/01/2016 11:55,Martha,Fridge,Y,Y,120,0:04:12,2,FALSE
ID1257,23/01/2016 12:14,Martha,Washing Machine,Y,Y,26,0:03:47,3,FALSE
ID1258,23/01/2016 12:14,Diane,Toaster,Y,Y,33,0:01:44,5,FALSE
ID1259,23/01/2016 12:43,Dan,Television,Y,Y,18,0:01:14,4,FALSE
ID1260,23/01/2016 12:43,Greg,Toaster,Y,Y,29,0:05:55,5,FALSE
ID1261,23/01/2016 12:54,Greg,Toaster,Y,Y,89,0:01:34,2,FALSE
ID1262,23/01/2016 12:54,Martha,Air Conditioner,N,N,,,,FALSE
ID1263,23/01/2016 13:33,Diane,Fridge,Y,Y,44,0:03:12,5,FALSE
ID1264,23/01/2016 13:33,Diane,Washing Machine,Y,N,62,0:03:33,4,FALSE
ID1265,23/01/2016 13:37,Dan,Fridge,Y,Y,29,0:01:50,5,FALSE
ID1266,23/01/2016 13:37,Joe,Fridge,Y,Y,10,0:06:42,5,FALSE
ID1267,23/01/2016 14:13,Dan,Toaster,Y,Y,75,0:02:00,4,FALSE
ID1268,23/01/2016 14:13,Martha,Television,N,N,,,,FALSE
ID1269,23/01/2016 14:52,Dan,Air Conditioner,Y,Y,33,0:01:06,5,FALSE
ID1270,23/01/2016 14:52,Becky,Air Conditioner,N,N,,,,FALSE
ID1271,23/01/2016 16:01,Becky,Toaster,Y,N,56,0:01:58,4,FALSE
ID1272,23/01/2016 16:01,Martha,Fridge,N,N,,,,FALSE
ID1273,23/01/2016 16:13,Stewart,Washing Machine,Y,N,31,0:00:31,3,FALSE
ID1274,23/01/2016 16:13,Greg,Television,Y,Y,56,0:01:20,2,FALSE
ID1275,23/01/2016 16:37,Jim,Toaster,Y,Y,53,0:01:43,4,FALSE
ID1276,23/01/2016 16:37,Diane,Air Conditioner,Y,Y,12,0:05:48,3,FALSE
ID1277,23/01/2016 16:45,Stewart,Television,Y,Y,53,0:06:03,3,FALSE
ID1278,23/01/2016 16:45,Diane,Television,Y,Y,116,0:04:58,3,FALSE
ID1279,23/01/2016 17:24,Joe,Toaster,Y,Y,19,0:01:11,4,FALSE
ID1280,23/01/2016 17:24,Dan,Washing Machine,N,N,,,,FALSE
ID1281,23/01/2016 17:41,Joe,Television,Y,Y,74,0:05:54,2,FALSE
ID1282,23/01/2016 17:41,Greg,Television,Y,Y,85,0:02:44,3,FALSE
ID1283,23/01/2016 17:44,Greg,Washing Machine,N,N,,,,FALSE
ID1284,23/01/2016 17:44,Stewart,Toaster,N,N,,,,FALSE
ID1285,24/01/2016 9:05,Dan,Toaster,N,N,,,,FALSE
ID1286,24/01/2016 9:05,Diane,Television,Y,Y,48,0:06:36,2,FALSE
ID1287,24/01/2016 9:05,Joe,Toaster,Y,Y,57,0:04:32,3,FALSE
ID1288,24/01/2016 9:05,Jim,Fridge,Y,N,116,0:05:09,3,FALSE
ID1289,24/01/2016 9:12,Greg,Fridge,Y,Y,21,0:00:50,1,FALSE
ID1290,24/01/2016 9:12,Martha,Washing Machine,Y,Y,87,0:02:11,3,FALSE
ID1291,24/01/2016 9:20,Joe,Air Conditioner,Y,Y,42,0:03:56,3,FALSE
ID1292,24/01/2016 9:20,Greg,Air Conditioner,Y,Y,86,0:01:28,1,FALSE
ID1293,24/01/2016 9:24,Joe,Toaster,Y,Y,95,0:03:05,5,FALSE
ID1294,24/01/2016 9:24,Joe,Washing Machine,N,N,,,,FALSE
ID1295,24/01/2016 9:54,Jim,Air Conditioner,Y,Y,109,0:05:47,3,FALSE
ID1296,24/01/2016 9:54,Greg,Toaster,N,N,,,,FALSE
ID1297,24/01/2016 10:03,Greg,Fridge,Y,Y,104,0:05:35,2,FALSE
ID1298,24/01/2016 10:03,Martha,Toaster,Y,Y,123,0:01:55,1,FALSE
ID1299,24/01/2016 10:04,Martha,Television,Y,Y,72,0:05:11,5,FALSE
ID1300,24/01/2016 10:04,Jim,Air Conditioner,N,N,,,,FALSE
ID1301,24/01/2016 10:04,Stewart,Washing Machine,Y,N,28,0:00:52,4,FALSE
ID1302,24/01/2016 10:04,Dan,Television,Y,Y,124,0:03:13,4,FALSE
ID1303,24/01/2016 10:29,Jim,Toaster,Y,Y,16,0:04:35,4,FALSE
ID1304,24/01/2016 10:29,Martha,Fridge,N,N,,,,FALSE
ID1305,24/01/2016 10:32,Joe,Fridge,Y,Y,125,0:00:31,3,FALSE
ID1306,24/01/2016 10:32,Becky,Washing Machine,N,N,,,,FALSE
ID1307,24/01/2016 11:11,Dan,Washing Machine,Y,Y,61,0:03:05,3,FALSE
ID1308,24/01/2016 11:11,Diane,Television,Y,Y,55,0:06:30,1,FALSE
ID1309,24/01/2016 11:42,Becky,Air Conditioner,Y,Y,41,0:03:54,4,FALSE
ID1310,24/01/2016 11:42,Greg,Washing Machine,Y,Y,81,0:06:19,3,FALSE
ID1311,24/01/2016 12:21,Stewart,Washing Machine,Y,Y,112,0:03:43,3,FALSE
ID1312,24/01/2016 12:21,Diane,Television,Y,Y,58,0:04:19,4,FALSE
ID1313,24/01/2016 12:25,Jim,Television,Y,N,61,0:00:42,5,FALSE
ID1314,24/01/2016 12:25,Becky,Toaster,Y,Y,51,0:06:44,3,FALSE
ID1315,24/01/2016 13:00,Jim,Television,Y,Y,102,0:03:59,4,FALSE
ID1316,24/01/2016 13:00,Joe,Toaster,Y,Y,19,0:05:43,4,FALSE
ID1317,24/01/2016 13:13,Dan,Television,Y,Y,33,0:03:06,2,FALSE
ID1318,24/01/2016 13:13,Joe,Air Conditioner,Y,Y,113,0:06:04,3,FALSE
ID1319,24/01/2016 14:15,Diane,Air Conditioner,Y,Y,28,0:03:50,5,FALSE
ID1320,24/01/2016 14:15,Dan,Air Conditioner,Y,Y,46,0:04:43,1,FALSE
ID1321,24/01/2016 14:45,Joe,Air Conditioner,Y,Y,76,0:01:09,3,FALSE
ID1322,24/01/2016 14:45,Diane,Air Conditioner,Y,Y,124,0:03:09,2,FALSE
ID1323,24/01/2016 14:47,Martha,Air Conditioner,Y,Y,96,0:04:30,2,FALSE
ID1324,24/01/2016 14:47,Greg,Television,Y,N,110,0:05:03,5,FALSE
ID1325,24/01/2016 15:48,Dan,Toaster,Y,Y,116,0:03:39,5,FALSE
ID1326,24/01/2016 15:48,Dan,Toaster,Y,Y,14,0:06:11,5,FALSE
ID1327,24/01/2016 15:59,Stewart,Fridge,Y,Y,53,0:06:01,4,FALSE
ID1328,24/01/2016 15:59,Joe,Television,Y,Y,37,0:04:49,2,FALSE
ID1329,24/01/2016 16:01,Greg,Fridge,Y,Y,68,0:00:43,1,FALSE
ID1330,24/01/2016 16:01,Greg,Television,Y,Y,43,0:03:10,3,FALSE
ID1331,24/01/2016 16:45,Greg,Air Conditioner,Y,Y,19,0:02:21,3,FALSE
ID1332,24/01/2016 16:45,Stewart,Air Conditioner,Y,Y,47,0:04:26,3,FALSE
ID1333,24/01/2016 17:16,Becky,Washing Machine,N,N,,,,FALSE
ID1334,24/01/2016 17:16,Greg,Toaster,Y,Y,84,0:06:21,4,FALSE
ID1335,24/01/2016 17:25,Jim,Toaster,Y,Y,17,0:02:35,1,FALSE
ID1336,24/01/2016 17:25,Becky,Toaster,Y,Y,116,0:01:17,4,FALSE
ID1337,24/01/2016 17:54,Diane,Fridge,Y,Y,22,0:01:46,4,FALSE
ID1338,24/01/2016 17:54,Jim,Air Conditioner,Y,Y,10,0:06:13,4,FALSE
ID1339,25/01/2016 9:15,Dan,Television,Y,Y,76,0:01:32,4,TRUE
ID1340,25/01/2016 9:15,Joe,Toaster,Y,Y,104,0:06:36,4,TRUE
ID1341,25/01/2016 9:25,Jim,Television,Y,Y,44,0:06:50,3,TRUE
ID1342,25/01/2016 9:25,Jim,Fridge,Y,Y,24,0:03:40,5,TRUE
ID1343,25/01/2016 9:33,Dan,Air Conditioner,Y,Y,40,0:06:57,3,TRUE
ID1344,25/01/2016 9:33,Becky,Toaster,Y,Y,57,0:05:45,4,TRUE
ID1345,25/01/2016 9:37,Stewart,Air Conditioner,Y,Y,19,0:06:23,3,TRUE
ID1346,25/01/2016 9:37,Martha,Television,Y,Y,55,0:06:35,3,TRUE
ID1347,25/01/2016 10:10,Martha,Washing Machine,Y,Y,102,0:05:13,5,TRUE
ID1348,25/01/2016 10:10,Joe,Toaster,Y,N,123,0:00:38,3,TRUE
ID1349,25/01/2016 10:27,Diane,Fridge,N,N,,,,TRUE
ID1350,25/01/2016 10:27,Joe,Washing Machine,N,N,,,,TRUE
ID1351,25/01/2016 10:42,Joe,Television,Y,Y,115,0:05:58,4,TRUE
ID1352,25/01/2016 10:42,Dan,Air Conditioner,Y,Y,53,0:06:05,5,TRUE
ID1353,25/01/2016 11:03,Diane,Air Conditioner,Y,Y,61,0:02:05,5,TRUE
ID1354,25/01/2016 11:03,Diane,Air Conditioner,Y,Y,99,0:05:33,5,TRUE
ID1355,25/01/2016 11:42,Greg,Fridge,N,N,,,,TRUE
ID1356,25/01/2016 11:42,Greg,Toaster,Y,N,57,0:02:26,3,TRUE
ID1357,25/01/2016 11:48,Diane,Washing Machine,Y,Y,24,0:04:43,3,TRUE
ID1358,25/01/2016 11:48,Stewart,Washing Machine,Y,Y,75,0:01:43,4,TRUE
ID1359,25/01/2016 11:54,Joe,Washing Machine,Y,Y,72,0:05:31,4,TRUE
ID1360,25/01/2016 11:54,Stewart,Toaster,Y,Y,73,0:03:14,4,TRUE
ID1361,25/01/2016 11:54,Martha,Toaster,Y,N,105,0:03:05,4,TRUE
ID1362,25/01/2016 11:54,Greg,Air Conditioner,Y,Y,75,0:03:45,3,TRUE
ID1363,25/01/2016 12:00,Becky,Toaster,Y,Y,29,0:04:49,4,TRUE
ID1364,25/01/2016 12:00,Stewart,Air Conditioner,Y,Y,41,0:01:43,1,TRUE
ID1365,25/01/2016 12:10,Martha,Fridge,Y,Y,93,0:03:11,4,TRUE
ID1366,25/01/2016 12:10,Jim,Fridge,N,N,,,,TRUE
ID1367,25/01/2016 12:12,Dan,Fridge,Y,Y,73,0:05:35,3,TRUE
ID1368,25/01/2016 12:12,Stewart,Television,N,N,,,,TRUE
ID1369,25/01/2016 12:18,Greg,Toaster,Y,Y,112,0:01:21,4,TRUE
ID1370,25/01/2016 12:18,Diane,Toaster,Y,Y,37,0:05:39,4,TRUE
ID1371,25/01/2016 12:21,Greg,Washing Machine,Y,Y,59,0:05:50,5,TRUE
ID1372,25/01/2016 12:21,Jim,Air Conditioner,N,N,,,,TRUE
ID1373,25/01/2016 12:21,Becky,Air Conditioner,Y,Y,56,0:01:23,3,TRUE
ID1374,25/01/2016 12:21,Greg,Washing Machine,Y,Y,56,0:05:12,3,TRUE
ID1375,25/01/2016 12:43,Jim,Fridge,N,N,,,,TRUE
ID1376,25/01/2016 12:43,Stewart,Fridge,Y,Y,43,0:06:30,5,TRUE
ID1377,25/01/2016 12:53,Dan,Toaster,Y,Y,80,0:06:09,2,TRUE
ID1378,25/01/2016 12:53,Jim,Fridge,Y,Y,66,0:06:03,3,TRUE
ID1379,25/01/2016 14:11,Becky,Washing Machine,Y,Y,54,0:04:11,3,TRUE
ID1380,25/01/2016 14:11,Joe,Television,Y,Y,94,0:05:03,2,TRUE
ID1381,25/01/2016 14:11,Becky,Television,N,N,,,,TRUE
ID1382,25/01/2016 14:11,Martha,Television,Y,Y,24,0:04:04,4,TRUE
ID1383,25/01/2016 14:12,Diane,Television,N,N,,,,TRUE
ID1384,25/01/2016 14:12,Martha,Washing Machine,Y,Y,108,0:06:36,3,TRUE
ID1385,25/01/2016 14:26,Joe,Toaster,Y,Y,106,0:00:54,3,TRUE
ID1386,25/01/2016 14:26,Joe,Air Conditioner,N,N,,,,TRUE
ID1387,25/01/2016 14:34,Becky,Toaster,Y,Y,111,0:06:03,3,TRUE
ID1388,25/01/2016 14:34,Joe,Fridge,Y,Y,56,0:03:18,3,TRUE
ID1389,25/01/2016 15:04,Dan,Washing Machine,Y,Y,78,0:05:10,4,TRUE
ID1390,25/01/2016 15:04,Stewart,Television,Y,Y,15,0:02:10,3,TRUE
ID1391,25/01/2016 15:05,Becky,Toaster,N,N,,,,TRUE
ID1392,25/01/2016 15:05,Martha,Television,Y,Y,50,0:00:32,3,TRUE
ID1393,25/01/2016 15:20,Dan,Television,Y,Y,53,0:03:48,3,TRUE
ID1394,25/01/2016 15:20,Joe,Air Conditioner,Y,Y,106,0:06:35,1,TRUE
ID1395,25/01/2016 15:51,Diane,Fridge,Y,Y,44,0:05:57,5,TRUE
ID1396,25/01/2016 15:51,Becky,Washing Machine,N,N,,,,TRUE
ID1397,25/01/2016 15:53,Greg,Fridge,Y,Y,31,0:04:53,3,TRUE
ID1398,25/01/2016 15:53,Joe,Fridge,Y,Y,41,0:05:02,5,TRUE
ID1399,25/01/2016 16:13,Becky,Television,Y,Y,109,0:05:46,3,TRUE
ID1400,25/01/2016 16:13,Martha,Fridge,Y,Y,13,0:01:09,3,TRUE
ID1401,25/01/2016 17:32,Diane,Toaster,Y,Y,19,0:06:38,5,TRUE
ID1402,25/01/2016 17:32,Stewart,Washing Machine,Y,Y,76,0:05:44,5,TRUE
ID1403,26/01/2016 9:05,Becky,Washing Machine,Y,Y,86,0:01:02,4,TRUE
ID1404,26/01/2016 9:05,Martha,Washing Machine,Y,Y,63,0:02:25,4,TRUE
ID1405,26/01/2016 9:30,Dan,Toaster,Y,Y,113,0:00:51,5,TRUE
ID1406,26/01/2016 9:30,Greg,Fridge,Y,Y,84,0:01:17,3,TRUE
ID1407,26/01/2016 9:41,Jim,Fridge,Y,N,41,0:03:26,4,TRUE
ID1408,26/01/2016 9:41,Becky,Toaster,Y,Y,13,0:03:53,3,TRUE
ID1409,26/01/2016 9:51,Stewart,Air Conditioner,N,N,,,,TRUE
ID1410,26/01/2016 9:51,Jim,Toaster,Y,Y,79,0:02:50,3,TRUE
ID1411,26/01/2016 10:27,Diane,Washing Machine,Y,Y,103,0:02:31,3,TRUE
ID1412,26/01/2016 10:27,Diane,Washing Machine,Y,Y,68,0:02:18,3,TRUE
ID1413,26/01/2016 10:40,Diane,Washing Machine,Y,Y,57,0:05:29,2,TRUE
ID1414,26/01/2016 10:40,Stewart,Toaster,N,N,,,,TRUE
ID1415,26/01/2016 10:50,Diane,Toaster,Y,Y,72,0:01:31,3,TRUE
ID1416,26/01/2016 10:50,Stewart,Television,Y,Y,53,0:05:52,5,TRUE
ID1417,26/01/2016 10:52,Becky,Washing Machine,Y,Y,16,0:03:35,1,TRUE
ID1418,26/01/2016 10:52,Becky,Air Conditioner,Y,Y,77,0:01:42,3,TRUE
ID1419,26/01/2016 10:59,Dan,Toaster,Y,Y,68,0:06:48,5,TRUE
ID1420,26/01/2016 10:59,Dan,Television,Y,Y,50,0:02:46,4,TRUE
ID1421,26/01/2016 11:19,Joe,Fridge,N,N,,,,TRUE
ID1422,26/01/2016 11:19,Dan,Toaster,Y,Y,68,0:05:16,3,TRUE
ID1423,26/01/2016 11:47,Diane,Television,Y,Y,39,0:03:52,5,TRUE
ID1424,26/01/2016 11:47,Diane,Washing Machine,Y,Y,78,0:06:35,4,TRUE
ID1425,26/01/2016 12:48,Diane,Television,Y,Y,106,0:01:52,3,TRUE
ID1426,26/01/2016 12:48,Becky,Television,N,N,,,,TRUE
ID1427,26/01/2016 12:50,Dan,Fridge,Y,Y,66,0:00:44,3,TRUE
ID1428,26/01/2016 12:50,Greg,Air Conditioner,Y,Y,120,0:04:21,5,TRUE
ID1429,26/01/2016 12:56,Stewart,Television,Y,Y,115,0:02:27,3,TRUE
ID1430,26/01/2016 12:56,Stewart,Toaster,Y,Y,28,0:04:37,4,TRUE
ID1431,26/01/2016 13:04,Dan,Television,Y,Y,57,0:01:30,3,TRUE
ID1432,26/01/2016 13:04,Diane,Television,Y,Y,110,0:05:17,2,TRUE
ID1433,26/01/2016 13:04,Dan,Air Conditioner,Y,Y,103,0:02:51,4,TRUE
ID1434,26/01/2016 13:04,Jim,Air Conditioner,Y,Y,94,0:06:12,5,TRUE
ID1435,26/01/2016 14:08,Jim,Television,Y,Y,61,0:04:47,5,TRUE
ID1436,26/01/2016 14:08,Stewart,Television,N,N,,,,TRUE
ID1437,26/01/2016 14:18,Jim,Television,Y,Y,77,0:04:26,2,TRUE
ID1438,26/01/2016 14:18,Greg,Washing Machine,Y,Y,56,0:03:44,4,TRUE
ID1439,26/01/2016 14:26,Diane,Fridge,Y,Y,65,0:06:42,5,TRUE
ID1440,26/01/2016 14:26,Becky,Air Conditioner,Y,Y,99,0:05:42,3,TRUE
ID1441,26/01/2016 14:51,Diane,Fridge,Y,Y,40,0:04:48,3,TRUE
ID1442,26/01/2016 14:51,Stewart,Toaster,Y,Y,110,0:05:20,3,TRUE
ID1443,26/01/2016 15:15,Diane,Fridge,Y,Y,109,0:00:52,1,TRUE
ID1444,26/01/2016 15:15,Martha,Washing Machine,Y,Y,116,0:05:08,3,TRUE
ID1445,26/01/2016 15:21,Martha,Television,Y,Y,82,0:02:18,2,TRUE
ID1446,26/01/2016 15:21,Greg,Washing Machine,Y,Y,65,0:02:29,4,TRUE
ID1447,26/01/2016 15:25,Dan,Washing Machine,Y,Y,24,0:03:29,4,TRUE
ID1448,26/01/2016 15:25,Diane,Toaster,Y,Y,125,0:01:22,5,TRUE
ID1449,26/01/2016 15:28,Greg,Fridge,Y,Y,87,0:01:04,5,TRUE
ID1450,26/01/2016 15:28,Jim,Television,Y,Y,119,0:00:43,4,TRUE
ID1451,26/01/2016 15:30,Diane,Washing Machine,Y,Y,94,0:00:46,4,TRUE
ID1452,26/01/2016 15:30,Dan,Toaster,N,N,,,,TRUE
ID1453,26/01/2016 15:37,Dan,Toaster,Y,Y,19,0:05:37,1,TRUE
ID1454,26/01/2016 15:37,Dan,Washing Machine,Y,Y,68,0:02:44,3,TRUE
ID1455,26/01/2016 16:00,Joe,Toaster,Y,Y,36,0:06:22,3,TRUE
ID1456,26/01/2016 16:00,Martha,Toaster,Y,Y,50,0:01:06,4,TRUE
ID1457,26/01/2016 16:06,Becky,Toaster,N,N,,,,TRUE
ID1458,26/01/2016 16:06,Greg,Washing Machine,Y,Y,60,0:02:14,3,TRUE
ID1459,26/01/2016 17:18,Becky,Washing Machine,Y,Y,38,0:06:58,1,TRUE
ID1460,26/01/2016 17:18,Becky,Washing Machine,Y,Y,115,0:06:15,3,TRUE
ID1461,26/01/2016 17:52,Dan,Television,Y,Y,82,0:06:37,1,TRUE
ID1462,26/01/2016 17:52,Jim,Air Conditioner,Y,Y,34,0:04:18,2,TRUE
ID1463,27/01/2016 9:10,Diane,Television,Y,Y,95,0:02:55,3,TRUE
ID1464,27/01/2016 9:10,Diane,Washing Machine,Y,Y,13,0:03:14,5,TRUE
ID1465,27/01/2016 9:38,Becky,Air Conditioner,Y,Y,22,0:04:12,3,TRUE
ID1466,27/01/2016 9:38,Greg,Television,N,N,,,,TRUE
ID1467,27/01/2016 9:41,Martha,Fridge,Y,Y,86,0:02:52,1,TRUE
ID1468,27/01/2016 9:41,Joe,Washing Machine,Y,Y,20,0:04:23,4,TRUE
ID1469,27/01/2016 9:54,Greg,Toaster,N,N,,,,TRUE
ID1470,27/01/2016 9:54,Martha,Washing Machine,Y,Y,36,0:04:21,4,TRUE
ID1471,27/01/2016 9:57,Martha,Television,Y,Y,118,0:03:27,4,TRUE
ID1472,27/01/2016 9:57,Stewart,Washing Machine,Y,Y,40,0:04:06,4,TRUE
ID1473,27/01/2016 10:43,Jim,Washing Machine,Y,Y,97,0:06:37,4,TRUE
ID1474,27/01/2016 10:43,Martha,Washing Machine,Y,Y,75,0:02:50,4,TRUE
ID1475,27/01/2016 11:09,Dan,Air Conditioner,Y,Y,61,0:02:39,3,TRUE
ID1476,27/01/2016 11:09,Dan,Television,Y,Y,125,0:06:05,5,TRUE
ID1477,27/01/2016 12:40,Jim,Washing Machine,N,N,,,,TRUE
ID1478,27/01/2016 12:40,Dan,Air Conditioner,Y,Y,33,0:05:52,5,TRUE
ID1479,27/01/2016 13:00,Martha,Air Conditioner,N,N,,,,TRUE
ID1480,27/01/2016 13:00,Martha,Television,Y,Y,50,0:03:51,5,TRUE
ID1481,27/01/2016 13:03,Jim,Fridge,Y,Y,114,0:04:21,3,TRUE
ID1482,27/01/2016 13:03,Jim,Air Conditioner,N,N,,,,TRUE
ID1483,27/01/2016 13:07,Dan,Television,Y,Y,58,0:02:01,4,TRUE
ID1484,27/01/2016 13:07,Diane,Television,Y,Y,86,0:03:27,2,TRUE
ID1485,27/01/2016 13:09,Dan,Television,Y,Y,45,0:03:53,5,TRUE
ID1486,27/01/2016 13:09,Dan,Television,Y,Y,84,0:02:33,2,TRUE
ID1487,27/01/2016 13:22,Diane,Washing Machine,Y,Y,15,0:06:54,2,TRUE
ID1488,27/01/2016 13:22,Stewart,Fridge,Y,Y,47,0:04:07,2,TRUE
ID1489,27/01/2016 13:27,Dan,Toaster,Y,Y,27,0:02:37,3,TRUE
ID1490,27/01/2016 13:27,Martha,Fridge,Y,Y,49,0:01:24,4,TRUE
ID1491,27/01/2016 13:52,Joe,Washing Machine,Y,Y,50,0:01:45,4,TRUE
ID1492,27/01/2016 13:52,Greg,Television,Y,Y,87,0:05:01,2,TRUE
ID1493,27/01/2016 14:45,Jim,Fridge,Y,Y,87,0:06:34,3,TRUE
ID1494,27/01/2016 14:45,Jim,Toaster,Y,Y,15,0:05:58,3,TRUE
ID1495,27/01/2016 14:54,Dan,Air Conditioner,Y,Y,123,0:06:49,5,TRUE
ID1496,27/01/2016 14:54,Becky,Toaster,Y,Y,32,0:04:42,3,TRUE
ID1497,27/01/2016 15:21,Stewart,Toaster,Y,Y,10,0:01:25,5,TRUE
ID1498,27/01/2016 15:21,Dan,Fridge,Y,Y,19,0:04:43,2,TRUE
ID1499,27/01/2016 15:23,Becky,Fridge,Y,Y,10,0:06:04,5,TRUE
ID1500,27/01/2016 15:23,Diane,Television,N,N,,,,TRUE
ID1501,27/01/2016 15:40,Stewart,Television,Y,Y,112,0:02:43,4,TRUE
ID1502,27/01/2016 15:40,Becky,Washing Machine,Y,N,10,0:03:42,4,TRUE
ID1503,27/01/2016 16:00,Jim,Fridge,Y,Y,26,0:01:56,2,TRUE
ID1504,27/01/2016 16:00,Martha,Fridge,Y,Y,96,0:06:29,4,TRUE
ID1505,27/01/2016 16:01,Dan,Toaster,Y,Y,99,0:04:22,3,TRUE
ID1506,27/01/2016 16:01,Greg,Air Conditioner,N,N,,,,TRUE
ID1507,27/01/2016 16:10,Jim,Fridge,Y,Y,77,0:03:15,5,TRUE
ID1508,27/01/2016 16:10,Joe,Fridge,Y,Y,16,0:05:21,4,TRUE
ID1509,27/01/2016 16:58,Martha,Washing Machine,Y,Y,100,0:02:43,4,TRUE
ID1510,27/01/2016 16:58,Jim,Washing Machine,Y,Y,27,0:05:09,3,TRUE
ID1511,27/01/2016 17:00,Becky,Toaster,Y,Y,31,0:04:27,1,TRUE
ID1512,27/01/2016 17:00,Joe,Washing Machine,Y,Y,33,0:06:32,2,TRUE
ID1513,27/01/2016 17:12,Jim,Television,Y,Y,107,0:03:07,4,TRUE
ID1514,27/01/2016 17:12,Dan,Toaster,Y,Y,77,0:06:04,3,TRUE
ID1515,27/01/2016 17:18,Jim,Television,Y,Y,28,0:03:04,5,TRUE
ID1516,27/01/2016 17:18,Greg,Washing Machine,N,N,,,,TRUE
ID1517,27/01/2016 17:42,Jim,Washing Machine,Y,Y,93,0:00:56,4,TRUE
ID1518,27/01/2016 17:42,Martha,Air Conditioner,N,N,,,,TRUE
ID1519,28/01/2016 9:04,Jim,Television,Y,Y,46,0:04:27,5,TRUE
ID1520,28/01/2016 9:04,Joe,Television,Y,Y,14,0:05:41,3,TRUE
ID1521,28/01/2016 9:11,Greg,Fridge,Y,Y,58,0:04:57,3,TRUE
ID1522,28/01/2016 9:11,Martha,Toaster,Y,Y,61,0:05:16,3,TRUE
ID1523,28/01/2016 9:12,Martha,Toaster,Y,Y,38,0:06:24,4,TRUE
ID1524,28/01/2016 9:12,Martha,Toaster,Y,Y,39,0:05:36,3,TRUE
ID1525,28/01/2016 9:46,Stewart,Air Conditioner,Y,Y,87,0:01:34,4,TRUE
ID1526,28/01/2016 9:46,Stewart,Air Conditioner,Y,Y,26,0:01:55,2,TRUE
ID1527,28/01/2016 10:04,Greg,Air Conditioner,Y,N,120,0:01:27,4,TRUE
ID1528,28/01/2016 10:04,Dan,Toaster,Y,Y,123,0:01:57,4,TRUE
ID1529,28/01/2016 10:40,Diane,Washing Machine,Y,Y,48,0:01:31,3,TRUE
ID1530,28/01/2016 10:40,Diane,Television,Y,N,58,0:02:35,1,TRUE
ID1531,28/01/2016 10:52,Martha,Washing Machine,Y,Y,90,0:04:45,3,TRUE
ID1532,28/01/2016 10:52,Dan,Toaster,Y,Y,104,0:06:11,5,TRUE
ID1533,28/01/2016 11:06,Stewart,Television,Y,Y,41,0:03:08,4,TRUE
ID1534,28/01/2016 11:06,Greg,Air Conditioner,Y,Y,26,0:01:47,5,TRUE
ID1535,28/01/2016 11:21,Becky,Toaster,Y,Y,66,0:05:44,4,TRUE
ID1536,28/01/2016 11:21,Becky,Fridge,Y,Y,65,0:01:51,5,TRUE
ID1537,28/01/2016 11:29,Becky,Fridge,Y,Y,22,0:05:02,3,TRUE
ID1538,28/01/2016 11:29,Joe,Television,Y,N,96,0:03:54,1,TRUE
ID1539,28/01/2016 11:54,Diane,Air Conditioner,Y,Y,101,0:04:45,4,TRUE
ID1540,28/01/2016 11:54,Becky,Fridge,Y,Y,124,0:01:38,4,TRUE
ID1541,28/01/2016 11:55,Dan,Washing Machine,Y,Y,28,0:05:25,3,TRUE
ID1542,28/01/2016 11:55,Becky,Washing Machine,Y,Y,90,0:03:49,3,TRUE
ID1543,28/01/2016 12:46,Martha,Washing Machine,Y,Y,111,0:03:55,5,TRUE
ID1544,28/01/2016 12:46,Becky,Television,Y,Y,123,0:00:41,4,TRUE
ID1545,28/01/2016 13:00,Jim,Washing Machine,N,N,,,,TRUE
ID1546,28/01/2016 13:00,Dan,Television,Y,Y,101,0:05:22,4,TRUE
ID1547,28/01/2016 13:17,Joe,Fridge,Y,Y,44,0:02:09,5,TRUE
